name,source_type
Femoracetabular Impingement,2
Emphysematous Cholecystitis,2
Anthracosis,2
Pneumonia-Atypical Interstitial-of Cattle,2
Mevalonate Kinase Deficiency,2
von Willebrand Disease-Type 2,2
Hyper-IgM Immunodeficiency Syndrome,2
Uveoparotid Fever,2
Neoplasms-Ductal-Lobular-and Medullary,2
Heel Spur,2
Porphyria-Variegate,2
Anaplasmataceae Infections,2
Neoplasms-Plasma Cell,2
Muir-Torre Syndrome,2
Acro-Osteolysis,2
Hypercementosis,2
Reflex-Babinski,2
Chromosome Duplication,2
Lumpy Skin Disease,2
Filoviridae Infections,2
Herpangina,2
Adenomatosis-Pulmonary,2
Peri-Implantitis,2
Lethargy,2
Ureterolithiasis,2
Vulvar Vestibulitis,2
Acatalasia,2
Skin Diseases-Eczematous,2
Intra-Articular Fractures,2
Vesicular Stomatitis,2
Anaplasia,2
TDP-43 Proteinopathies,2
Carney Complex,2
Typhlitis,2
Niemann-Pick Disease-Type B,2
Pyruvate Carboxylase Deficiency Disease,2
Hypersomnolence-Idiopathic,2
Tachycardia-Reciprocating,2
Trichothiodystrophy Syndromes,2
Pyruvate Metabolism-Inborn Errors,2
Refeeding Syndrome,2
Chondromatosis,2
Laryngomalacia,2
Loeys-Dietz Syndrome,2
Carbamoyl-Phosphate Synthase I Deficiency Disease,2
Abducens Nerve Injury,2
Cogan Syndrome,2
Propionic Acidemia,2
Periprosthetic Fractures,2
Hemorrhagic Septicemia,2
Birt-Hogg-Dube Syndrome,2
Female Athlete Triad Syndrome,2
Massive Hepatic Necrosis,2
Silo Filler's Disease,2
Neuronal Migration Disorders,2
46-XY Disorders of Sex Development,2
Lown-Ganong-Levine Syndrome,2
Tendon Entrapment,2
Urea Cycle Disorders-Inborn,2
Subacute Combined Degeneration,2
Retinal Telangiectasis,2
Cadaver,2
AIDS Arteritis-Central Nervous System,2
Dendritic Cell Sarcoma-Interdigitating,2
Glomus Tympanicum Tumor,2
Tracheomalacia,2
Acute Chest Syndrome,2
Susac Syndrome,2
Pure Autonomic Failure,2
Marchiafava-Bignami Disease,2
Vitelliform Macular Dystrophy,2
Retinal Dystrophies,2
von Willebrand Disease-Type 1,2
Keratoderma-Palmoplantar-Epidermolytic,2
Airway Remodeling,2
Passive-Aggressive Personality Disorder,2
Sexual and Gender Disorders,2
Bifidobacteriales Infections,2
Chondromalacia Patellae,2
Tracheobronchomalacia,2
Hallux Limitus,2
Hammer Toe Syndrome,2
Costello Syndrome,2
Brain Stem Hemorrhage-Traumatic,2
Frasier Syndrome,2
Myelodysplastic-Myeloproliferative Diseases,2
Shellfish Poisoning,2
Decapitation,2
Voyeurism,2
Kyasanur Forest Disease,2
Trombiculiasis,2
Mucoepidermoid Tumor,2
Nevus-Halo,2
Overbite,2
Hyperargininemia,2
Stupor,2
Nuchal Cord,2
Ectopia Cordis,2
Ectodermal Dysplasia-Hypohidrotic-Autosomal Recessive,2
Netherton Syndrome,2
Glycogen Storage Disease Type VI,2
Mineralocorticoid Excess Syndrome-Apparent,2
Onycholysis,2
Neglected Diseases,2
Colorado Tick Fever,2
Rhabditida Infections,2
Neoplasms-Bone Tissue,2
Osteoarthritis-Spine,2
Coproporphyria-Hereditary,2
Leukoedema-Oral,2
Pulmonary Infarction,2
Nocturnal Paroxysmal Dystonia,2
Persistent Hyperplastic Primary Vitreous,2
Diurnal Enuresis,2
Pubic Symphysis Diastasis,2
Yellow Nail Syndrome,2
Hypobetalipoproteinemia-Familial-Apolipoprotein B,2
Fusobacteriaceae Infections,2
Pasteurellaceae Infections,2
Mongolian Spot,2
Nevus-Spindle Cell,2
Sacroiliitis,2
Failed Back Surgery Syndrome,2
Eye Pain,2
Holocarboxylase Synthetase Deficiency,2
Hypoalphalipoproteinemias,2
Encephalomyelitis-Eastern Equine,2
Adenomyoepithelioma,2
Campomelic Dysplasia,2
Deaf-Blind Disorders,2
Heavy Metal Poisoning-Nervous System,2
Corneal Perforation,2
Sinus Arrest-Cardiac,2
Amino Acid Transport Disorders-Inborn,2
Nairobi Sheep Disease,2
Zoster Sine Herpete,2
Orbital Myositis,2
Capsule Opacification,2
Pyometra,2
Jacobsen Distal 11q Deletion Syndrome,2
Hyper-IgM Immunodeficiency Syndrome-Type 1,2
Leprosy-Paucibacillary,2
22q11 Deletion Syndrome,2
Neurogenic Bowel,2
Retrocochlear Diseases,2
Primary Progressive Nonfluent Aphasia,2
Olfactory Nerve Diseases,2
Alstrom Syndrome,2
Hereditary Angioedema Types I and II,2
Morgellons Disease,2
Postmortem Changes,2
Lymphatic Vessel Tumors,2
Eccrine Porocarcinoma,2
Mulibrey Nanism,2
Bone Diseases-Endocrine,2
Myasthenia Gravis-Neonatal,2
Aicardi Syndrome,2
Pyonephrosis,2
Dent Disease,2
Postpartum Thyroiditis,2
Arteriolosclerosis,2
CHARGE Syndrome,2
Accessory Atrioventricular Bundle,2
Hemorrhagic Syndrome-Bovine,2
Dourine,2
Langerhans Cell Sarcoma,2
Poroma,2
Spinal Osteochondrosis,2
Hallux Varus,2
Ischemic Contracture,2
Salivary Calculi,2
Niemann-Pick Disease-Type A,2
Monckeberg Medial Calcific Sclerosis,2
Dihydropyrimidine Dehydrogenase Deficiency,2
Reticuloendotheliosis-Avian,2
Uveitis-Suppurative,2
Desulfovibrionaceae Infections,2
Pestivirus Infections,2
Mesomycetozoea Infections,2
Ciliophora Infections,2
Colloid Cysts,2
Desmoplastic Small Round Cell Tumor,2
Pontine Glioma,2
Arachnodactyly,2
Cerebral Ventriculitis,2
Smith-Magenis Syndrome,2
Piriformis Muscle Syndrome,2
Sertoli Cell-Only Syndrome,2
Cephalopelvic Disproportion,2
Vasa Previa,2
Granulomatous Mastitis,2
Leukokeratosis-Hereditary Mucosal,2
Poult Enteritis Mortality Syndrome,2
Pneumonia of Calves-Enzootic,2
Mastocytoma-Skin,2
Neoplasm Seeding,2
Aberrant Crypt Foci,2
Bronchomalacia,2
Macrocephaly,2
Hypertensive Retinopathy,2
Liddle Syndrome,2
Trilogy of Fallot,2
Commotio Cordis,2
von Willebrand Disease-Type 3,2
Gray Platelet Syndrome,2
Glycogen Storage Disease Type VIII,2
Cardiovascular Infections,2
Pallister-Hall Syndrome,2
Leukemia-Prolymphocytic-B-Cell,2
Odontogenic Tumor-Squamous,2
Genu Varum,2
Chorea Gravidarum,2
Corneal Dystrophy-Juvenile Epithelial of Meesmann,2
Vasoplegia,2
beta-Mannosidosis,2
Anticipation-Genetic,2
Implant Capsular Contracture,2
Inhalant Abuse,2
Multiple Sulfatase Deficiency Disease,2
Balanitis Xerotica Obliterans,2
Barth Syndrome,2
Necrobiotic Xanthogranuloma,2
Anetoderma,2
Nondisjunction-Genetic,2
Exsanguination,2
Encephalomyelitis-Western Equine,2
Hemorrhagic Fever-Omsk,2
Antley-Bixler Syndrome Phenotype,2
Kashin-Beck Disease,2
Donohue Syndrome,2
Farber Lipogranulomatosis,2
Pentalogy of Cantrell,2
Alien Hand Syndrome,2
Heart Valve Prolapse,2
Chloracne,2
Syndrome,2
Asymptomatic Diseases,2
Intraoperative Awareness,2
Delayed Emergence from Anesthesia,2
Elimination Disorders,2
Torovirus Infections,2
Flea Infestations,2
Enteropathy-Associated T-Cell Lymphoma,2
Argininosuccinic Aciduria,2
Walker-Warburg Syndrome,2
Genetic Diseases-Y-Linked,2
Erythrokeratodermia Variabilis,2
Conducted Energy Weapon Injuries,2
Bartonellaceae Infections,2
Secernentea Infections,2
Stomatognathic System Abnormalities,2
Cobblestone Lissencephaly,2
Iridocorneal Endothelial Syndrome,2
Trichiasis,2
46-XX Disorders of Sex Development,2
Echogenic Bowel,2
delta-Thalassemia,2
Ectodermal Dysplasia 3-Anhidrotic,2
Monilethrix,2
Ichthyosis Bullosa of Siemens,2
Hyalinosis-Systemic,2
Loose Anagen Hair Syndrome,2
Piscirickettsiaceae Infections,2
Digital Dermatitis,2
Toxascariasis,2
Gnathostomiasis,2
Tungiasis,2
Sister Mary Joseph's Nodule,2
Pycnodysostosis,2
Genu Valgum,2
Rheumatoid Vasculitis,2
Mirizzi Syndrome,2
Periodontal Atrophy,2
Hyperlysinemias,2
46-XX Testicular Disorders of Sex Development,2
Ventricular Flutter,2
Hereditary Angioedema Type III,2
Anemia-Hypoplastic-Congenital,2
Prolidase Deficiency,2
Sotos Syndrome,2
Necrolytic Migratory Erythema,2
Prolapse,2
Mononegavirales Infections,2
Avulavirus Infections,2
Pythiosis,2
Pagetoid Reticulosis,2
Medial Tibial Stress Syndrome,2
Plagiocephaly,2
Post-Exercise Hypotension,2
Diffuse Neurofibrillary Tangles with Calcification,2
Fraser Syndrome,2
Posterior Capsular Rupture-Ocular,2
Aspermia,2
Sex Chromosome Disorders of Sex Development,2
Pyelectasis,2
Single Umbilical Artery,2
Lingual Goiter,2
Hyperthyroxinemia-Familial Dysalbuminemic,2
Aspartylglucosaminuria,2
Iliotibial Band Syndrome,2
Nidovirales Infections,2
Euglenozoa Infections,2
Composite Lymphoma,2
Lynch Syndrome II,2
Bunion-Tailor's,2
Sarcoglycanopathies,2
Diverticulosis-Stomach,2
Pancreatitis-Graft,2
Refsum Disease-Infantile,2
Giant Axonal Neuropathy,2
Contrecoup Injury,2
Coronary-Subclavian Steal Syndrome,2
Mink Viral Enteritis,2
Oxyurida Infections,2
Cocarcinogenesis,2
Weill-Marchesani Syndrome,2
Infantile Apparent Life-Threatening Event,2
Perimeningeal Infections,2
Slit Ventricle Syndrome,2
Anterior Capsular Rupture-Ocular,2
Pyelocystitis,2
Mannosidase Deficiency Diseases,2
White Heifer Disease,2
Tetrasomy,2
Milk Sickness,2
Intrauterine Device Migration,2
